pair_id,resume_id,jd_id,track_resume,track_jd,resume_text,jd_text,resume_skills,jd_skills,exp_years_resume,exp_years_req,edu_resume,edu_req,skill_score,experience_score,education_score,bert_proxy,ats_proxy,label_match,competence_level,competence_label,split,reviewer_label_match,reviewer_competence,reviewer_notes
P003128,R00782,J00167,data_ml,data_ml,"Summary: Motivated engineer with 5 years of experience across full project lifecycles.
Technical Skills: aws, deep learning, docker, git, pandas, python, pytorch, scikit-learn, sql, tensorflow.
Experience: Worked for 5 years as a software engineer delivering production systems.
Education: Bachelor of Science in Information Technology.
","Job Title: ML Engineer
Requirements: Strong background in aws, deep learning, git, machine learning, postgresql, scikit-learn, tensorflow.
Experience: Minimum 1 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;deep learning;docker;git;pandas;python;pytorch;scikit-learn;sql;tensorflow,aws;deep learning;git;machine learning;postgresql;scikit-learn;tensorflow,5,1,bachelor,none,71.43,100.0,100.0,85.42,84.93,1,2,Good,train,,,
P003000,R00750,J00175,backend,backend,"Summary: Software engineer with 3 years of experience building scalable applications.
Technical Skills: docker, fastapi, flask, git, linux, python, sql.
Experience: Worked for 3 years as a software engineer delivering production systems.
Education: Bachelor of Science in Information Technology.
","Job Title: Backend Developer
Requirements: Strong background in docker, flask, java, linux, python.
Experience: Minimum 1 years of relevant experience required.
Education: PhD or doctorate preferred.
",docker;fastapi;flask;git;linux;python;sql,docker;flask;java;linux;python,3,1,bachelor,phd,80.0,100.0,0.0,89.41,74.35,1,2,Good,test,,,
P001080,R00270,J00140,backend,backend,"Summary: Software engineer with 6 years of experience building scalable applications.
Technical Skills: django, docker, fastapi, java, linux, mongodb, sql.
Experience: 6 years of professional experience including design, testing and deployment.
Education: Master of Science in Data Science.
","Job Title: Backend Developer
Requirements: Strong background in django, flask, git, java, postgresql, python.
Experience: Minimum 1 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",django;docker;fastapi;java;linux;mongodb;sql,django;flask;git;java;postgresql;python,6,1,master,none,33.33,100.0,100.0,64.95,64.57,1,1,Average,train,,,
P000594,R00148,J00161,devops,frontend,"Summary: Results-driven developer with 4 years of hands-on industry experience.
Technical Skills: aws, azure, gcp, git, github, kubernetes, linux, python, sql.
Experience: Total of 4 years experience in software development and team collaboration.
Education: BCA in Computer Applications.
","Job Title: Frontend Developer
Requirements: Strong background in express, git, html, react.
Experience: Minimum 2 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",aws;azure;gcp;git;github;kubernetes;linux;python;sql,express;git;html;react,4,2,bachelor,master,25.0,100.0,0.0,53.36,43.34,0,0,Weak,val,,,
P000969,R00242,J00102,data_ml,data_ml,"Summary: Recent graduate seeking entry-level opportunity with strong project work.
Technical Skills: docker, machine learning, pandas, postgresql, python, pytorch, sql, tensorflow.
Experience: Academic projects and internships covering design and implementation.
Education: M.Tech in Software Engineering.
","Job Title: ML Engineer
Requirements: Strong background in docker, git, machine learning, numpy, pytorch, sql, tensorflow.
Experience: Minimum 4 years of relevant experience required.
Education: PhD or doctorate preferred.
",docker;machine learning;pandas;postgresql;python;pytorch;sql;tensorflow,docker;git;machine learning;numpy;pytorch;sql;tensorflow,0,4,master,phd,71.43,0.0,0.0,87.71,50.5,0,1,Average,train,,,
P001538,R00384,J00147,fullstack,data_ml,"Summary: Software engineer with 6 years of experience building scalable applications.
Technical Skills: express, git, javascript, mongodb, node, python, react, typescript.
Experience: Worked for 6 years as a software engineer delivering production systems.
Education: BCA in Computer Applications.
","Job Title: ML Engineer
Requirements: Strong background in git, numpy, pytorch, scikit-learn.
Experience: Minimum 2 years of relevant experience required.
Education: PhD or doctorate preferred.
",express;git;javascript;mongodb;node;python;react;typescript,git;numpy;pytorch;scikit-learn,6,2,bachelor,phd,25.0,100.0,0.0,49.05,42.26,0,0,Weak,train,,,
P002323,R00580,J00026,backend,frontend,"Summary: Software engineer with 5 years of experience building scalable applications.
Technical Skills: git, mongodb, mysql, postgresql, python, spring, spring boot.
Experience: Total of 5 years experience in software development and team collaboration.
Education: M.Tech in Software Engineering.
","Job Title: Frontend Developer
Requirements: Strong background in angular, css, github, html, javascript, react, vue.
Experience: Minimum 2 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",git;mongodb;mysql;postgresql;python;spring;spring boot,angular;css;github;html;javascript;react;vue,5,2,master,none,0.0,100.0,100.0,38.21,44.55,0,0,Weak,train,,,
P002887,R00721,J00083,frontend,devops,"Summary: Results-driven developer with 7 years of hands-on industry experience.
Technical Skills: angular, css, git, github, html, linux, node, vue.
Experience: Worked for 7 years as a software engineer delivering production systems.
Education: PhD in Machine Learning.
","Job Title: DevOps Engineer
Requirements: Strong background in azure, docker, gcp, git, linux, sql.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",angular;css;git;github;html;linux;node;vue,azure;docker;gcp;git;linux;sql,7,3,phd,bachelor,33.33,100.0,100.0,58.67,63.0,1,1,Average,val,,,
P000354,R00088,J00096,devops,frontend,"Summary: Motivated engineer with 4 years of experience across full project lifecycles.
Technical Skills: docker, gcp, git, github, python, sql.
Experience: Worked for 4 years as a software engineer delivering production systems.
Education: M.Tech in Software Engineering.
","Job Title: Frontend Developer
Requirements: Strong background in express, git, react, typescript.
Experience: Minimum 1 years of relevant experience required.
Education: PhD or doctorate preferred.
",docker;gcp;git;github;python;sql,express;git;react;typescript,4,1,master,phd,25.0,100.0,0.0,48.45,42.11,0,0,Weak,train,,,
P000174,R00043,J00083,devops,devops,"Summary: Motivated engineer with 3 years of experience across full project lifecycles.
Technical Skills: aws, azure, docker, git, github.
Experience: Total of 3 years experience in software development and team collaboration.
Education: Master of Science in Data Science.
","Job Title: DevOps Engineer
Requirements: Strong background in azure, docker, gcp, git, linux, sql.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;azure;docker;git;github,azure;docker;gcp;git;linux;sql,3,3,master,bachelor,50.0,100.0,100.0,81.04,75.26,1,2,Good,train,,,
P001402,R00350,J00038,backend,devops,"Summary: Software engineer with 2 years of experience building scalable applications.
Technical Skills: aws, django, fastapi, flask, git, linux, mongodb, mysql, python, sql.
Experience: Total of 2 years experience in software development and team collaboration.
Education: M.Tech in Software Engineering.
","Job Title: DevOps Engineer
Requirements: Strong background in aws, git, github, python.
Experience: Minimum 1 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",aws;django;fastapi;flask;git;linux;mongodb;mysql;python;sql,aws;git;github;python,2,1,master,master,75.0,100.0,100.0,75.37,83.84,1,2,Good,test,,,
P000506,R00126,J00168,frontend,devops,"Summary: Software engineer with 2 years of experience building scalable applications.
Technical Skills: angular, express, git, github, html, javascript, node, react, typescript.
Experience: Worked for 2 years as a software engineer delivering production systems.
Education: B.Tech in Computer Science.
","Job Title: DevOps Engineer
Requirements: Strong background in azure, git, kubernetes, sql.
Experience: Minimum 1 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",angular;express;git;github;html;javascript;node;react;typescript,azure;git;kubernetes;sql,2,1,bachelor,master,25.0,100.0,0.0,51.66,42.92,0,0,Weak,train,,,
P002822,R00705,J00020,backend,backend,"Summary: Results-driven developer with 3 years of hands-on industry experience.
Technical Skills: flask, java, linux, python, spring boot.
Experience: 3 years of professional experience including design, testing and deployment.
Education: Bachelor of Science in Information Technology.
","Job Title: Backend Developer
Requirements: Strong background in aws, git, java, mysql, sql.
Experience: Minimum 1 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",flask;java;linux;python;spring boot,aws;git;java;mysql;sql,3,1,bachelor,master,20.0,100.0,0.0,52.33,41.08,0,0,Weak,test,,,
P001556,R00389,J00184,fullstack,fullstack,"Summary: Motivated engineer with 6 years of experience across full project lifecycles.
Technical Skills: aws, docker, linux, mongodb, node, react, sql, typescript.
Experience: Worked for 6 years as a software engineer delivering production systems.
Education: BCA in Computer Applications.
","Job Title: Full Stack Developer
Requirements: Strong background in aws, git, mongodb, python, react, sql.
Experience: Minimum 5 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;docker;linux;mongodb;node;react;sql;typescript,aws;git;mongodb;python;react;sql,6,5,bachelor,none,66.67,100.0,100.0,87.64,83.58,1,2,Good,train,,,
P001697,R00424,J00099,fullstack,fullstack,"Summary: Software engineer with 4 years of experience building scalable applications.
Technical Skills: docker, javascript, mongodb, python, typescript.
Experience: Total of 4 years experience in software development and team collaboration.
Education: MCA in Computer Applications.
","Job Title: Full Stack Developer
Requirements: Strong background in docker, express, git, javascript, node, react.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",docker;javascript;mongodb;python;typescript,docker;express;git;javascript;node;react,4,2,master,bachelor,33.33,100.0,100.0,62.77,64.03,1,1,Average,train,,,
P000572,R00143,J00078,devops,devops,"Summary: Results-driven developer with 5 years of hands-on industry experience.
Technical Skills: docker, gcp, kubernetes, linux, sql.
Experience: 5 years of professional experience including design, testing and deployment.
Education: MCA in Computer Applications.
","Job Title: DevOps Engineer
Requirements: Strong background in azure, git, kubernetes, linux, python.
Experience: Minimum 4 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",docker;gcp;kubernetes;linux;sql,azure;git;kubernetes;linux;python,5,4,master,bachelor,40.0,100.0,100.0,64.55,67.14,1,1,Average,train,,,
P001572,R00393,J00188,devops,devops,"Summary: Motivated engineer with 7 years of experience across full project lifecycles.
Technical Skills: azure, docker, gcp, git, github, kubernetes, linux, python, sql.
Experience: 7 years of professional experience including design, testing and deployment.
Education: B.Tech in Computer Science.
","Job Title: DevOps Engineer
Requirements: Strong background in azure, gcp, github, linux, python.
Experience: Minimum 5 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",azure;docker;gcp;git;github;kubernetes;linux;python;sql,azure;gcp;github;linux;python,7,5,bachelor,none,100.0,100.0,100.0,100.0,100.0,1,3,Strong,test,,,
P001071,R00267,J00190,data_ml,backend,"Summary: Motivated engineer with 6 years of experience across full project lifecycles.
Technical Skills: docker, git, machine learning, mysql, numpy, pandas, postgresql, python, pytorch, sql.
Experience: Worked for 6 years as a software engineer delivering production systems.
Education: BCA in Computer Applications.
","Job Title: Backend Developer
Requirements: Strong background in django, flask, linux, postgresql, spring, spring boot.
Experience: Minimum 5 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",docker;git;machine learning;mysql;numpy;pandas;postgresql;python;pytorch;sql,django;flask;linux;postgresql;spring;spring boot,6,5,bachelor,none,16.67,100.0,100.0,52.44,54.78,0,1,Average,train,,,
P003007,R00751,J00006,frontend,frontend,"Summary: Software engineer with 4 years of experience building scalable applications.
Technical Skills: angular, html, javascript, linux, node, react, typescript.
Experience: Total of 4 years experience in software development and team collaboration.
Education: M.Tech in Software Engineering.
","Job Title: Frontend Developer
Requirements: Strong background in css, express, html, javascript, node, react.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",angular;html;javascript;linux;node;react;typescript,css;express;html;javascript;node;react,4,3,master,bachelor,66.67,100.0,100.0,80.62,81.82,1,2,Good,train,,,
P000387,R00096,J00186,frontend,frontend,"Summary: Motivated engineer with 3 years of experience across full project lifecycles.
Technical Skills: angular, css, express, github, html, react, sql, typescript, vue.
Experience: Total of 3 years experience in software development and team collaboration.
Education: MCA in Computer Applications.
","Job Title: Frontend Developer
Requirements: Strong background in angular, github, javascript, typescript.
Experience: Minimum 3 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",angular;css;express;github;html;react;sql;typescript;vue,angular;github;javascript;typescript,3,3,master,master,75.0,100.0,100.0,86.76,86.69,1,3,Strong,test,,,
P001991,R00497,J00056,data_ml,frontend,"Summary: Software engineer with 2 years of experience building scalable applications.
Technical Skills: aws, deep learning, docker, git, mysql, numpy, postgresql, scikit-learn, sql.
Experience: Worked for 2 years as a software engineer delivering production systems.
Education: M.Tech in Software Engineering.
","Job Title: Frontend Developer
Requirements: Strong background in angular, css, git, react.
Experience: Minimum 4 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;deep learning;docker;git;mysql;numpy;postgresql;scikit-learn;sql,angular;css;git;react,2,4,master,bachelor,25.0,50.0,100.0,54.18,48.55,0,0,Weak,train,,,
P002930,R00732,J00187,data_ml,data_ml,"Summary: Results-driven developer with 6 years of hands-on industry experience.
Technical Skills: aws, deep learning, machine learning, numpy, postgresql, pytorch, sql.
Experience: Total of 6 years experience in software development and team collaboration.
Education: M.Tech in Software Engineering.
","Job Title: ML Engineer
Requirements: Strong background in deep learning, git, mysql, pandas, python, scikit-learn, sql.
Experience: Minimum 2 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;deep learning;machine learning;numpy;postgresql;pytorch;sql,deep learning;git;mysql;pandas;python;scikit-learn;sql,6,2,master,none,28.57,100.0,100.0,60.52,61.56,1,1,Average,train,,,
P001446,R00361,J00090,frontend,backend,"Summary: Results-driven developer with 5 years of hands-on industry experience.
Technical Skills: angular, css, express, git, github, react, sql.
Experience: Worked for 5 years as a software engineer delivering production systems.
Education: M.Tech in Software Engineering.
","Job Title: Backend Developer
Requirements: Strong background in aws, django, docker, mysql, postgresql.
Experience: Minimum 2 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",angular;css;express;git;github;react;sql,aws;django;docker;mysql;postgresql,5,2,master,master,0.0,100.0,100.0,46.9,46.73,0,0,Weak,val,,,
P002838,R00709,J00037,fullstack,data_ml,"Summary: Results-driven developer with 2 years of hands-on industry experience.
Technical Skills: aws, docker, express, javascript, linux, mongodb, node, react, sql.
Experience: 2 years of professional experience including design, testing and deployment.
Education: Master of Science in Data Science.
","Job Title: ML Engineer
Requirements: Strong background in docker, git, machine learning, pandas, postgresql, python.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;docker;express;javascript;linux;mongodb;node;react;sql,docker;git;machine learning;pandas;postgresql;python,2,2,master,bachelor,16.67,100.0,100.0,40.17,51.71,0,1,Average,train,,,
P000184,R00046,J00166,frontend,frontend,"Summary: Motivated engineer with 3 years of experience across full project lifecycles.
Technical Skills: angular, css, git, github, linux, node, typescript, vue.
Experience: Worked for 3 years as a software engineer delivering production systems.
Education: PhD in Machine Learning.
","Job Title: Frontend Developer
Requirements: Strong background in css, html, typescript, vue.
Experience: Minimum 2 years of relevant experience required.
Education: PhD or doctorate preferred.
",angular;css;git;github;linux;node;typescript;vue,css;html;typescript;vue,3,2,phd,phd,75.0,100.0,100.0,90.96,87.74,1,3,Strong,train,,,
P000254,R00063,J00055,devops,backend,"Summary: Motivated engineer with 4 years of experience across full project lifecycles.
Technical Skills: aws, azure, git, kubernetes, linux, sql.
Experience: Worked for 4 years as a software engineer delivering production systems.
Education: BCA in Computer Applications.
","Job Title: Backend Developer
Requirements: Strong background in aws, flask, java, linux, python, spring boot.
Experience: Minimum 4 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",aws;azure;git;kubernetes;linux;sql,aws;flask;java;linux;python;spring boot,4,4,bachelor,master,33.33,100.0,0.0,53.95,46.82,0,0,Weak,val,,,
P000507,R00126,J00112,frontend,data_ml,"Summary: Software engineer with 2 years of experience building scalable applications.
Technical Skills: angular, express, git, github, html, javascript, node, react, typescript.
Experience: Worked for 2 years as a software engineer delivering production systems.
Education: B.Tech in Computer Science.
","Job Title: ML Engineer
Requirements: Strong background in git, pandas, pytorch, tensorflow.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",angular;express;git;github;html;javascript;node;react;typescript,git;pandas;pytorch;tensorflow,2,3,bachelor,bachelor,25.0,66.67,100.0,55.21,52.14,0,1,Average,train,,,
P000442,R00110,J00028,backend,devops,"Summary: Motivated engineer with 2 years of experience across full project lifecycles.
Technical Skills: django, docker, fastapi, flask, git, linux, mongodb, spring, spring boot, sql.
Experience: Total of 2 years experience in software development and team collaboration.
Education: BCA in Computer Applications.
","Job Title: DevOps Engineer
Requirements: Strong background in docker, gcp, git, github, linux.
Experience: Minimum 5 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",django;docker;fastapi;flask;git;linux;mongodb;spring;spring boot;sql,docker;gcp;git;github;linux,2,5,bachelor,master,60.0,40.0,0.0,68.78,49.2,0,0,Weak,test,,,
P000945,R00236,J00191,frontend,frontend,"Summary: Results-driven developer with 3 years of hands-on industry experience.
Technical Skills: express, git, javascript, typescript, vue.
Experience: Worked for 3 years as a software engineer delivering production systems.
Education: Master of Science in Data Science.
","Job Title: Frontend Developer
Requirements: Strong background in angular, node, typescript, vue.
Experience: Minimum 4 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",express;git;javascript;typescript;vue,angular;node;typescript;vue,3,4,master,none,50.0,75.0,100.0,71.03,67.76,1,1,Average,train,,,
P001730,R00432,J00007,data_ml,data_ml,"Summary: Software engineer with 4 years of experience building scalable applications.
Technical Skills: aws, deep learning, docker, git, machine learning, python, scikit-learn, sql, tensorflow.
Experience: 4 years of professional experience including design, testing and deployment.
Education: M.Tech in Software Engineering.
","Job Title: ML Engineer
Requirements: Strong background in docker, machine learning, python, pytorch.
Experience: Minimum 2 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",aws;deep learning;docker;git;machine learning;python;scikit-learn;sql;tensorflow,docker;machine learning;python;pytorch,4,2,master,master,75.0,100.0,100.0,90.45,87.61,1,3,Strong,val,,,
P000809,R00202,J00082,data_ml,data_ml,"Summary: Software engineer with 3 years of experience building scalable applications.
Technical Skills: deep learning, git, mysql, numpy, pandas, python, scikit-learn, sql, tensorflow.
Experience: Worked for 3 years as a software engineer delivering production systems.
Education: PhD in Machine Learning.
","Job Title: ML Engineer
Requirements: Strong background in aws, deep learning, git, numpy, pandas.
Experience: Minimum 2 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",deep learning;git;mysql;numpy;pandas;python;scikit-learn;sql;tensorflow,aws;deep learning;git;numpy;pandas,3,2,phd,master,80.0,100.0,100.0,85.54,88.38,1,3,Strong,train,,,
P000314,R00078,J00096,devops,frontend,"Summary: Software engineer with 4 years of experience building scalable applications.
Technical Skills: aws, azure, docker, git, github, kubernetes, linux, python, sql.
Experience: Worked for 4 years as a software engineer delivering production systems.
Education: Master of Science in Data Science.
","Job Title: Frontend Developer
Requirements: Strong background in express, git, react, typescript.
Experience: Minimum 1 years of relevant experience required.
Education: PhD or doctorate preferred.
",aws;azure;docker;git;github;kubernetes;linux;python;sql,express;git;react;typescript,4,1,master,phd,25.0,100.0,0.0,51.59,42.9,0,0,Weak,test,,,
P000631,R00157,J00182,data_ml,data_ml,"Summary: Software engineer with 3 years of experience building scalable applications.
Technical Skills: machine learning, mysql, numpy, postgresql, pytorch.
Experience: Total of 3 years experience in software development and team collaboration.
Education: MCA in Computer Applications.
","Job Title: ML Engineer
Requirements: Strong background in aws, docker, python, scikit-learn.
Experience: Minimum 3 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",machine learning;mysql;numpy;postgresql;pytorch,aws;docker;python;scikit-learn,3,3,master,none,0.0,100.0,100.0,50.18,47.55,0,0,Weak,train,,,
P001206,R00301,J00196,frontend,frontend,"Summary: Motivated engineer with 4 years of experience across full project lifecycles.
Technical Skills: angular, express, html, node, react, typescript.
Experience: Total of 4 years experience in software development and team collaboration.
Education: PhD in Machine Learning.
","Job Title: Frontend Developer
Requirements: Strong background in angular, github, html, node, react, typescript.
Experience: Minimum 3 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",angular;express;html;node;react;typescript,angular;github;html;node;react;typescript,4,3,phd,none,83.33,100.0,100.0,90.47,90.95,1,3,Strong,train,,,
P000044,R00011,J00086,frontend,frontend,"Summary: Recent graduate seeking entry-level opportunity with strong project work.
Technical Skills: css, express, github, html, linux, sql, typescript, vue.
Experience: Academic projects and internships covering design and implementation.
Education: M.Tech in Software Engineering.
","Job Title: Frontend Developer
Requirements: Strong background in git, html, node, typescript.
Experience: Minimum 2 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",css;express;github;html;linux;sql;typescript;vue,git;html;node;typescript,0,2,master,master,50.0,0.0,100.0,70.68,52.67,0,1,Average,train,,,
P002415,R00603,J00168,devops,devops,"Summary: Results-driven developer with 4 years of hands-on industry experience.
Technical Skills: aws, docker, gcp, python, sql.
Experience: Total of 4 years experience in software development and team collaboration.
Education: PhD in Machine Learning.
","Job Title: DevOps Engineer
Requirements: Strong background in azure, git, kubernetes, sql.
Experience: Minimum 1 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",aws;docker;gcp;python;sql,azure;git;kubernetes;sql,4,1,phd,master,25.0,100.0,100.0,56.75,59.19,0,1,Average,test,,,
P000596,R00149,J00049,fullstack,fullstack,"Summary: Results-driven developer with 2 years of hands-on industry experience.
Technical Skills: aws, docker, express, git, mongodb, typescript.
Experience: Total of 2 years experience in software development and team collaboration.
Education: PhD in Machine Learning.
","Job Title: Full Stack Developer
Requirements: Strong background in aws, docker, javascript, mongodb, node, python.
Experience: Minimum 5 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;docker;express;git;mongodb;typescript,aws;docker;javascript;mongodb;node;python,2,5,phd,none,50.0,40.0,100.0,76.63,62.16,1,1,Average,train,,,
P000139,R00034,J00167,fullstack,data_ml,"Summary: Recent graduate seeking entry-level opportunity with strong project work.
Technical Skills: aws, express, git, mongodb, python, react, sql.
Experience: Academic projects and internships covering design and implementation.
Education: MCA in Computer Applications.
","Job Title: ML Engineer
Requirements: Strong background in aws, deep learning, git, machine learning, postgresql, scikit-learn, tensorflow.
Experience: Minimum 1 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;express;git;mongodb;python;react;sql,aws;deep learning;git;machine learning;postgresql;scikit-learn;tensorflow,0,1,master,none,28.57,0.0,100.0,49.56,38.82,0,0,Weak,train,,,
P001151,R00287,J00002,data_ml,data_ml,"Summary: Results-driven developer with 5 years of hands-on industry experience.
Technical Skills: docker, git, mysql, numpy, python, pytorch, sql.
Experience: Worked for 5 years as a software engineer delivering production systems.
Education: PhD in Machine Learning.
","Job Title: ML Engineer
Requirements: Strong background in deep learning, mysql, pytorch, sql, tensorflow.
Experience: Minimum 4 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",docker;git;mysql;numpy;python;pytorch;sql,deep learning;mysql;pytorch;sql;tensorflow,5,4,phd,bachelor,60.0,100.0,100.0,84.83,80.21,1,2,Good,train,,,
P002522,R00630,J00112,backend,data_ml,"Summary: Results-driven developer with 1 years of hands-on industry experience.
Technical Skills: fastapi, flask, java, mongodb, postgresql, python, spring, spring boot, sql.
Experience: 1 years of professional experience including design, testing and deployment.
Education: PhD in Machine Learning.
","Job Title: ML Engineer
Requirements: Strong background in git, pandas, pytorch, tensorflow.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",fastapi;flask;java;mongodb;postgresql;python;spring;spring boot;sql,git;pandas;pytorch;tensorflow,1,3,phd,bachelor,0.0,33.33,100.0,41.29,31.99,0,0,Weak,train,,,
P002325,R00581,J00006,frontend,frontend,"Summary: Software engineer with 8 years of experience building scalable applications.
Technical Skills: angular, express, git, github, html, node, typescript.
Experience: 8 years of professional experience including design, testing and deployment.
Education: B.Tech in Computer Science.
","Job Title: Frontend Developer
Requirements: Strong background in css, express, html, javascript, node, react.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",angular;express;git;github;html;node;typescript,css;express;html;javascript;node;react,8,3,bachelor,bachelor,50.0,100.0,100.0,74.07,73.52,1,2,Good,train,,,
P002719,R00679,J00071,fullstack,frontend,"Summary: Results-driven developer with 3 years of hands-on industry experience.
Technical Skills: aws, docker, git, javascript, linux, mongodb, node, react, sql.
Experience: Worked for 3 years as a software engineer delivering production systems.
Education: B.Tech in Computer Science.
","Job Title: Frontend Developer
Requirements: Strong background in angular, css, express, git, html, node, react.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;docker;git;javascript;linux;mongodb;node;react;sql,angular;css;express;git;html;node;react,3,2,bachelor,bachelor,42.86,100.0,100.0,59.39,66.99,1,1,Average,train,,,
P002594,R00648,J00069,devops,fullstack,"Summary: Recent graduate seeking entry-level opportunity with strong project work.
Technical Skills: aws, azure, gcp, git, kubernetes, linux, python, sql.
Experience: Academic projects and internships covering design and implementation.
Education: Bachelor of Science in Information Technology.
","Job Title: Full Stack Developer
Requirements: Strong background in aws, docker, javascript, react, sql.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;azure;gcp;git;kubernetes;linux;python;sql,aws;docker;javascript;react;sql,0,2,bachelor,bachelor,40.0,0.0,100.0,60.1,46.03,0,0,Weak,train,,,
P001940,R00485,J00030,backend,backend,"Summary: Motivated engineer with 3 years of experience across full project lifecycles.
Technical Skills: aws, fastapi, java, linux, mongodb, postgresql, spring boot, sql.
Experience: 3 years of professional experience including design, testing and deployment.
Education: B.Tech in Computer Science.
","Job Title: Backend Developer
Requirements: Strong background in aws, docker, fastapi, flask, git, mysql, python.
Experience: Minimum 2 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;fastapi;java;linux;mongodb;postgresql;spring boot;sql,aws;docker;fastapi;flask;git;mysql;python,3,2,bachelor,none,28.57,100.0,100.0,64.49,62.55,1,1,Average,train,,,
P000414,R00103,J00179,devops,fullstack,"Summary: Motivated engineer with 4 years of experience across full project lifecycles.
Technical Skills: aws, docker, git, github, kubernetes, linux, sql.
Experience: Worked for 4 years as a software engineer delivering production systems.
Education: B.Tech in Computer Science.
","Job Title: Full Stack Developer
Requirements: Strong background in express, git, mongodb, sql, typescript.
Experience: Minimum 2 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;docker;git;github;kubernetes;linux;sql,express;git;mongodb;sql;typescript,4,2,bachelor,none,40.0,100.0,100.0,64.48,67.12,1,1,Average,train,,,
P002252,R00563,J00133,devops,devops,"Summary: Software engineer with 6 years of experience building scalable applications.
Technical Skills: docker, gcp, github, kubernetes, linux, sql.
Experience: Worked for 6 years as a software engineer delivering production systems.
Education: B.Tech in Computer Science.
","Job Title: DevOps Engineer
Requirements: Strong background in docker, gcp, git, github.
Experience: Minimum 5 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",docker;gcp;github;kubernetes;linux;sql,docker;gcp;git;github,6,5,bachelor,master,75.0,100.0,0.0,83.18,70.8,1,2,Good,train,,,
P000705,R00176,J00116,frontend,frontend,"Summary: Results-driven developer with 7 years of hands-on industry experience.
Technical Skills: angular, css, express, git, github, node, react, sql, typescript, vue.
Experience: 7 years of professional experience including design, testing and deployment.
Education: Master of Science in Data Science.
","Job Title: Frontend Developer
Requirements: Strong background in css, express, javascript, node, react.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",angular;css;express;git;github;node;react;sql;typescript;vue,css;express;javascript;node;react,7,3,master,bachelor,80.0,100.0,100.0,87.31,88.83,1,3,Strong,train,,,
