pair_id,resume_id,jd_id,track_resume,track_jd,resume_text,jd_text,resume_skills,jd_skills,exp_years_resume,exp_years_req,edu_resume,edu_req,skill_score,experience_score,education_score,bert_proxy,ats_proxy,label_match,competence_level,competence_label,split,source,kaggle_category,reviewer_label_match,reviewer_competence,reviewer_notes
P001526,R00381,J00081,frontend,frontend,"Summary: Results-driven developer with 3 years of hands-on industry experience.
Technical Skills: angular, css, express, git, github, node, react, sql, typescript, vue.
Experience: Total of 3 years experience in software development and team collaboration.
Education: MCA in Computer Applications.
","Job Title: Frontend Developer
Requirements: Strong background in angular, express, github, html, javascript, vue.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",angular;css;express;git;github;node;react;sql;typescript;vue,angular;express;github;html;javascript;vue,3,2,master,bachelor,66.67,100.0,100.0,83.38,82.51,1,2,Good,train,synthetic,,,,
PK000408,K00136,J00053,other,devops,"         FLORAL DESIGNER       Summary    I am a retail floral designer who is energetic, outgoing and detail-oriented. I can handle multiple responsibilities simultaneously while providing exceptional customer service. I have been in floral sales for 13 years and in other avenues of retail sales for over 20 years. I am a driven and results-focused professional seeking a position in a company in which I can share my talents.          Experience         10/2014   to   01/2015     Company Name   City  ,   State       Plan arrangement according to client's requirements, utilizing knowledge of design and properties of materials, or select appropriate standard design pattern.  Cheerfully assisted staff to have a productive and festive holiday season.  Resolve customer complaints regarding sales and service.  Greet customers and ascertain what each customer wants or needs.  Attended sales seminar to learn techniques for increasing sales for each order.Suggestive selling.          Floral Designer   01/2006   to   09/2014     Company Name   City  ,   State       Open store in morning.  Filing sales receipts, taking phone orders, collecting orders from Teleflora Dove system.  Confer with clients and giving quality customer service regarding price and type of floral arrangement or gourmet fruit basket desired and the date, time, and place of delivery.  Trim material and arrange bouquets, wreaths, terrariums, and other items using trimmers, shapers, wire, pins, floral tape, foam, and other materials.  Perform office and retail service duties such as keeping financial records, serving customers, answering telephones, selling giftware items and receiving payment.  Inform customers about the care, maintenance, and handling of various flowers and foliage, indoor plants, and other items.  Decorate or supervise the decoration of buildings, halls, churches, or other facilities for parties, weddings and other occasions.  Itemize and total customer merchandise selection at checkout counter, using cash register, and accept cash or charge card for purchases.  Attend floral symposiums to learn the latest floral trends for weddings and everyday design.  Design and set up advertising signs and displays of merchandise on shelves, counters, or tables to attract customers and promote sales.          Floral Designer   07/2002   to   11/2005     Company Name   City  ,   State       Worked in a dedicated team of six floral designers being able to multi task between selling, designing and answering the phone.  Created floral designs for hospital functions and organized delivery for on time arrival for the event.  Monitor customer preferences to determine focus of sales efforts.  Place prices or descriptive signs on backdrops, fixtures, merchandise, or floor.  Motivated staff to be positive and to give exceptional customer service in a hospital environment.  Take inventory or examine merchandise to identify items to be reordered or replenished.  Stock shelves, racks, cases, bins, and tables with new or transferred merchandise.          Education      Associates Degree  :   Retail   May 1979       CAPE COD COMMUNITY COLLEGE   City  ,   State       Retail        CC Community College / Travel and Tourism Certificate 1999 Cass Floral School / Floral Design Certificate 2000                  Skills    advertising, cash register, Resolve customer complaints, client, clients, customer service, delivery, designing, Filing, financial, focus, inventory, materials, office, 2000, quality, receiving, retail, selling, sales, tables, telephones, phone, type   ","Job Title: DevOps Engineer
Requirements: Strong background in aws, docker, gcp, git, kubernetes, linux, python.
Experience: Minimum 3 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",,aws;docker;gcp;git;kubernetes;linux;python,20,3,bachelor,none,0.0,100.0,100.0,32.03,43.01,0,0,Weak,train,kaggle,DESIGNER,,,
PK006666,K02222,J00078,other,devops,"         PARK OPERATIONS HOSTESS         Summary     Highly experienced in banking, customer service, data entry, publicity, editing, and a wide range of computer skills   Software (PC and MAC environments): Computerized cash registers, invoice, scheduling, and inventory software, Microsoft Windows® and Microsoft Word, Excel, OneNote, PowerPoint and Photoshop.   A strong literary background coupled with up-to-date technological knowledge.       Highlights         Software (PC and MAC environments): Microsoft Windows® and Microsoft Word, PowerPoint, Excel and Publisher      Time management  Meticulous attention to detail  Excellent communication skills  Strong problem solver  Multi-line phone proficiency  Filing and data archiving            Accomplishments      Data Organization     Improved office organization by compiling quarterly budget reports, financial spreadsheets, organizational charts and company data reports using advanced Microsoft Excel functions.    Multitasking     Demonstrated proficiencies in telephone, e-mail, fax and front-desk reception within high-volume environment.    Customer Service     Handled customers effectively by identifying needs, quickly gaining trust, approaching complex situations and resolving problems to maximize efficiency.         Experience      Company Name    City  ,   State    Park Operations Hostess   09/2014   to   Current       Provide exceptional guest service by greeting and interacting with guests, answering questions and resolving guest issues Ensure safe and efficient line speed and crowd flow through park rides and stadiums Operate and monitor ride systems following all company safety policies and procedures, including proper loading/unloading of guests and ride evacuations Perform and record guest counts hourly and communicate to other departments as needed For special events, staff gates and pathways to direct guests to attractions Assist with park emergencies including inclement weather.          Company Name    City  ,   State    Activities Associate   02/2014   to   10/2014       Presenting programs in front of groups of participants of varying ages Assisting in the implementation of various group activities Handling reservations and accepting cash and credit card payments Recording inventory of equipment and ensuring that equipment is functional.  Checking out and returning various equipment for guests Assisted guests with planning their schedules at the resort and recommended activities and events based on their needs.  Senior Publicist for Sharyn McCrumb, New York Times Bestselling Author.          Company Name    City  ,   State    Senior Publicist   06/2006   to   05/2014       Cash and check deposits, process loan expenses and open new accounts Created and developed publicity strategies to drive business goals Pitched and secured print media, television, online and radio interviews Developed press materials such as press releases and kits, fact sheets and related communication Built and maintained relationships with media personnel Oversaw tours and media events Achievement: Hired as publicist; promoted because of demonstrated management skill and innovative ideas.          Company Name    City  ,   State    Certified Senior Teller   07/2012   to   05/2013       Maintained appropriate cash limits, cashed checks, established deposits, and issued cashier's checks, cash orders, traveller's checks, money advances, and funds transfers.  Cash and check deposits, process loan expenses and open new accounts.  Perform cash management, customer service, balance cash drawer and petty cash management.  Achievement: Hired as junior teller; promoted because of accurateness, pace, and skills.          Company Name    City  ,   State    Manager   04/2004   to   10/2010       Supervised and trained employees, answered phones, accepted reservations and took payments; was in charge of general care and cleanliness of facility.          Education      Bachelor of Arts  :  English Literature   2010     Roanoke College  ,   City  ,   State  ,   United States    GPA:   Cum Laude Graduate Cum Laude     Cum Laude English Literature Graduate Cum Laude              2006     North Cross School  ,   City  ,   State              Certifications    Certified in Lifeguarding, CPR, AED, and First Aid through the American Red Cross.      Interests    2006 Regional Champion, English Speaking Union Shakespeare Monologue and Sonnet competition.      Languages    Conversational knowledge of Spanish language. Ability to read and write French and Spanish.      Professional Affiliations    Sigma Tau Delta International English Honour Society Member
Kappa Delta Pi Honour Society Member
President (2010-2011) and founding student member of Roanoke College Peace and Justice Association
Member of Ruritan Club (Catawba Chapter) January 2004-May 2010      Skills    balance, cash management, cashier, CPR, credit, customer service, special events, First Aid, French, functional, funds, inventory, MAC, materials, Excel, money, PowerPoint, Publisher, Microsoft Word, personnel, policies, Presenting, press, press releases, print media, Publicist, publicity, radio, read, Recording, safety, Spanish, Spanish language, phones, television, Author      Additional Information      Honours and Activities
2006 Regional Champion, English Speaking Union Shakespeare Monologue and Sonnet competition.     ","Job Title: DevOps Engineer
Requirements: Strong background in azure, git, kubernetes, linux, python.
Experience: Minimum 4 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",,azure;git;kubernetes;linux;python,0,4,bachelor,bachelor,0.0,0.0,100.0,38.33,24.58,0,0,Weak,train,kaggle,BANKING,,,
P002233,R00558,J00033,devops,devops,"Summary: Software engineer with 8 years of experience building scalable applications.
Technical Skills: aws, azure, docker, gcp, git, kubernetes, linux, python, sql.
Experience: Worked for 8 years as a software engineer delivering production systems.
Education: Bachelor of Science in Information Technology.
","Job Title: DevOps Engineer
Requirements: Strong background in gcp, git, kubernetes, linux.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;azure;docker;gcp;git;kubernetes;linux;python;sql,gcp;git;kubernetes;linux,8,3,bachelor,bachelor,100.0,100.0,100.0,99.79,99.95,1,3,Strong,train,synthetic,,,,
P001454,R00363,J00045,devops,backend,"Summary: Motivated engineer with 3 years of experience across full project lifecycles.
Technical Skills: aws, azure, gcp, git, github, python, sql.
Experience: 3 years of professional experience including design, testing and deployment.
Education: B.Tech in Computer Science.
","Job Title: Backend Developer
Requirements: Strong background in django, linux, postgresql, spring boot.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;azure;gcp;git;github;python;sql,django;linux;postgresql;spring boot,3,2,bachelor,bachelor,0.0,100.0,100.0,40.03,45.01,0,0,Weak,train,synthetic,,,,
PK006036,K02012,J00195,other,backend,"         CARPENTER APPRENTICE         Professional Summary     Former construction and carpentry worker committed to high-quality workmanship and safe environments. Over 4 years of hands-on experience working with remodeling projects in residential and commercial construction. Dedicated work ethic and exceptional attendance record. I am motivated to learn new trades and skills. Interested in growing career and fostering leadership capabilities. Professional Construction Laborer with excellent interpersonal skills. Works in timely and efficient manner to see tough jobs through to completion.       Skills          Cabinetry  Material prepping  Construction drawing interpretation  Carpentry techniques  Oral and written communication      Materials handling  New construction and renovation  Drywalling  Safety and compliance            Work History      Carpenter Apprentice  ,     10/2017   to   09/2019     Company Name   –   City  ,   State      Assisted with movement of materials and equipment to job sites  Worked with master carpenters to install decks for both residential and commercial customers  Installed and repaired woodwork, millwork and cabinetry under supervision of master carpenter  Kept job site cleaned up properly and all debris disposed of in respective containers  Interpreted specifications and construction drawings to understand tasks necessary to complete each job  Accepted feedback from foreman and journeyman carpenter, implementing suggestions into later work  Observed all OSHA and corporate safety regulations and procedures  Led variety of projects from start to finish, including garages, residential homes and additions  Repaired roofs and flooring and remodeled bathrooms and kitchens to complete projects in satisfactory time  Effectively used all fasteners such as nails, screws, pneumatic nailing systems, concrete anchors, powder-actuated fasteners and framing connectors  Proactively managed projects to obtain 100% customer satisfaction for all custom work  Installed interior finish items, including wall protection, doors and hardware, toilet accessories, cubicle curtain tracks and TV brackets  Installed drywall, ceilings, trim and fabricated replacement trim and moldings         Construction Worker  ,     08/2016   to   09/2017     Company Name   –   City  ,   State      Supported customer preferences with basic carpentry work such as installing wooden floors and crown molding  Consulted with customers to understand desires and help each owner meet individual property objectives  Gathered and disposed of work site debris to remove safety hazards and boost team productivity  Monitored materials inventory and requested items for restocking for each job  Loaded and unloaded building materials used for construction  Safely operated mowers, chain saws, electric clippers, sod cutters and pruning saws to clear construction sites, roadbeds and access roads  Erected and removed temporary structures such as trench liners and scaffolding to meet team needs  Enhanced team efficiency and multitasking abilities by effectively using hand tools, power tools and equipment  Gathered waste and trash from job sites for placement in refuse containers to keep job sites clean and organized         Education      High School Diploma  :     04/2010     Buffalo High School   -   City  ,   State             CSHO (Certified Safety & Health Official)  ,   01/2020     TEEX   -   City             Skills      Cabinetry  Material prepping  Construction drawing interpretation  Carpentry techniques  Oral and written communication    Materials handling  New construction and renovation  Drywalling  Safety and compliance        Work History      Carpenter Apprentice  ,   10/2017   to   09/2019     Company Name   –   City  ,   State      Assisted with movement of materials and equipment to job sites  Worked with master carpenters to install decks for both residential and commercial customers  Installed and repaired woodwork, millwork and cabinetry under supervision of master carpenter  Kept job site cleaned up properly and all debris disposed of in respective containers  Interpreted specifications and construction drawings to understand tasks necessary to complete each job  Accepted feedback from foreman and journeyman carpenter, implementing suggestions into later work  Observed all OSHA and corporate safety regulations and procedures  Led variety of projects from start to finish, including garages, residential homes and additions  Repaired roofs and flooring and remodeled bathrooms and kitchens to complete projects in satisfactory time  Effectively used all fasteners such as nails, screws, pneumatic nailing systems, concrete anchors, powder-actuated fasteners and framing connectors  Proactively managed projects to obtain 100% customer satisfaction for all custom work  Installed interior finish items, including wall protection, doors and hardware, toilet accessories, cubicle curtain tracks and TV brackets  Installed drywall, ceilings, trim and fabricated replacement trim and moldings         Construction Worker  ,   08/2016   to   09/2017     Company Name   –   City  ,   State      Supported customer preferences with basic carpentry work such as installing wooden floors and crown molding  Consulted with customers to understand desires and help each owner meet individual property objectives  Gathered and disposed of work site debris to remove safety hazards and boost team productivity  Monitored materials inventory and requested items for restocking for each job  Loaded and unloaded building materials used for construction  Safely operated mowers, chain saws, electric clippers, sod cutters and pruning saws to clear construction sites, roadbeds and access roads  Erected and removed temporary structures such as trench liners and scaffolding to meet team needs  Enhanced team efficiency and multitasking abilities by effectively using hand tools, power tools and equipment  Gathered waste and trash from job sites for placement in refuse containers to keep job sites clean and organized      ","Job Title: Backend Developer
Requirements: Strong background in django, mongodb, mysql, sql.
Experience: Minimum 1 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",,django;mongodb;mysql;sql,4,1,master,bachelor,0.0,100.0,100.0,38.79,44.7,0,0,Weak,train,kaggle,CONSTRUCTION,,,
P001380,R00345,J00150,backend,backend,"Summary: Recent graduate seeking entry-level opportunity with strong project work.
Technical Skills: aws, docker, java, linux, python, spring, spring boot, sql.
Experience: Academic projects and internships covering design and implementation.
Education: MCA in Computer Applications.
","Job Title: Backend Developer
Requirements: Strong background in docker, fastapi, linux, mongodb, mysql, python, sql.
Experience: Minimum 4 years of relevant experience required.
Education: PhD or doctorate preferred.
",aws;docker;java;linux;python;spring;spring boot;sql,docker;fastapi;linux;mongodb;mysql;python;sql,0,4,master,phd,57.14,0.0,0.0,73.16,41.15,0,0,Weak,train,synthetic,,,,
PK004519,K01506,J00014,other,fullstack,"         FINANCE MANAGER           Highlights          Essbase  PeopleSoft  Tableau  Access  Excel  Hyperion              Experience      Company Name     July 2014   to   Current     Finance Manager   City  ,   State      Develop financial models for Professional Lab Services (PLS) management team and assists in the preparation of business cases for new lab management deals.  Reviews deal models and underlying assumptions to ensure effective financial decisions are being made.  Spearheads monthly actual to budget financial analysis and capital expenditure review for managed labs.  Leads an investigation team that audits deals that are not meeting financial expectations and presents findings with provides recommended solutions to senior leadership.  Streamlined and standardized monthly financial reporting for all existing managed labs.  Presents quarterly financial results and outlook to General Manager, PLS and regional senior leadership.  Established deal tracking mechanism to track financial performance compared to the deal model.  Coordinates with business partners to build annual budgets and quarterly forecasts for existing managed labs and projects future revenue/OM growth.  Reviews business cases for incremental capital expenditure requests for existing managed labs.  Develops PLS department annual cost budget and reviews with General Manager, PLS and Senior Finance Leaders.          Company Name     June 2012   to   July 2014     Senior Financial Analyst   City  ,   State      Partnered with the region's Operational Leadership Team and provided financial support to each function by reviewing functional P&L results, FTE/productivity trends, invigorate cost savings, and addressing ad hoc requests.  Performed monthly P&L trend analysis for a $1.5 Billion region, ensuring the accuracy of the financial statements and communicated key drivers of variances to budget to the Regional Finance Director.  Review journal entries and reconciliations prepared by Centralized Accounting to ensure accuracy.  Built and automated budget/forecasting models to ensure accurate and efficient updates to forecasts.  Lead the headcount and Salaries, Wages, and Benefits forecasting for a region of 5,000 employees and conducted a monthly review with the region's Operational Leadership Team.  Budgeted, forecasted, and monitored the region's monthly supplies expense, including analyzing overall cost per requisition, client supply cost per requisition, and allergen volume trends.  Forecasted and budgeted monthly operating expenses including Automobile, Shuttle, Rent, Telecommunications, Utilities, and Depreciation.  Prepared the daily specimen volume report for the region, including forecasting volume cycling and analyzing trends.  Spearheaded the region's cost of testing update initiative and communicated results to the Regional Finance Director and Corporate Pricing.  Budgeted, forecasted, and monitored the region's capital spending.  Regional Fixed Asset subject matter expert, coordinating the addition, transfer, and disposal of assets.  Developed and implemented new processes to improve internal controls and gain efficiencies.  Supported the Regional Finance Director and process owners during Internal Audits and SOX testing.  Indirectly managed/mentored one individual.          Company Name     November 2010   to   June 2012     Senior Auditor - Internal Audit   City  ,   State      In-charged and performed audits of domestic and international business units.  Supervised 2-5 Staff and Senior Auditors, provided on the job training, established time frames for task completion, and communicated key objectives and goals.  Headed Foreign Corrupt Practices Act (FCPA) auditing for the company consisting of interviews with international Business Unit senior management and testing procedures.  Worked with Legal Counsel on remediation of control deficiencies and FCPA policy violations identified.  Conducted audit planning, including risk assessment, scoping, budgeting resource needs, assigning work areas, and scheduling audit timing.  Updated audit work programs to better address potential risks within business processes.  Wrote internal audit reports, rated the audit findings based on risk, determined the report opinion based on audit findings, and provided management with an effective recommendation.  Implemented the use of data analytic procedures, increasing the efficiency and effectiveness of audits.  Managed one direct report, ensuring successful career development.          Company Name     August 2008   to   November 2010     Senior Auditor   City  ,   State      Performed financial audits of SEC corporations and governmental entities.          Education           May 2008       Bachelor of Science  :   Business Administration    GPA:   GPA: 3.95    Business Administration GPA: 3.95 Seton Hall Varsity Swim Team: NCAA Division I, Big East Conference        Seton Hall University     December 2009       MS  :   Professional Accounting    City  ,   State      GPA:   GPA: 3.94    Professional Accounting GPA: 3.94        Skills    Accounting, ad, auditing, Benefits, budgeting, budgets, budget, business processes, client, drivers, Essbase, senior management, Finance, financial, financial analysis, financial audits, Develop financial models, financial reporting, financial statements, forecasting, functional, General Manager, Hyperion, Internal Audits, internal audit, international Business, Leadership, Legal, Director, Access, Excel, outlook, PeopleSoft, Pricing, processes, risk assessment, SOX testing, scheduling, Tableau, Telecommunications, trend, Utilities   ","Job Title: Full Stack Developer
Requirements: Strong background in docker, git, mongodb, node.
Experience: Minimum 2 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",,docker;git;mongodb;node,0,2,bachelor,master,0.0,0.0,0.0,33.04,8.26,0,0,Weak,train,kaggle,FINANCE,,,
P002911,R00727,J00182,data_ml,data_ml,"Summary: Results-driven developer with 4 years of hands-on industry experience.
Technical Skills: aws, deep learning, docker, git, linux, machine learning, mysql, postgresql, python, scikit-learn, sql.
Experience: 4 years of professional experience including design, testing and deployment.
Education: Bachelor of Science in Information Technology.
","Job Title: ML Engineer
Requirements: Strong background in aws, docker, python, scikit-learn.
Experience: Minimum 3 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;deep learning;docker;git;linux;machine learning;mysql;postgresql;python;scikit-learn;sql,aws;docker;python;scikit-learn,4,3,bachelor,none,100.0,100.0,100.0,93.67,98.42,1,3,Strong,train,synthetic,,,,
PK005167,K01722,J00040,backend,backend,"         ENGINEERING OFFICER       Objective     Looking for opportunities to work in an research environment for creating solutions using digital systems at circuit as well as system level.       Education      Master of Science  :   Electrical Engineering   2017       North Carolina State University   City  ,   State  ,   USA             Bachelor of Engineering  :   Instrumentation and Control Engineering   2013       Netaji Subhas Institute Of Technology   City  ,   State  ,   India      Majored with  78.34 %, First Class With Distinction    Academic Merit Award 2011-12 and 2012-13         Experience      Engineering Officer   07/2014   to   06/2015     Company Name   City  ,   State      Spearheaded a team of electricians and technicians to carry out preventive maintenance of equipment of LPG bottling plant. Role also entailed procurement of spares and materials and maintain inventory at plant. Major tasks involved:   Maintenance and calibration of equipment such as cylinder gas leak detectors, washer leak detectors, gas analyzers etc.   Upkeep of electrical panels and control systems.  Maintenance of drive units, compressors, LPG pumps etc.   Modified and developed various plant equipments to improve production line throughput.           Operations Officer   06/2013   to   06/2014     Company Name   City  ,   State      Oversaw the operations of LPG bottling plant production activities.    Managed workforce on the production line to give maximum production while maintaining safety standards.  Optimized the production line equipment and maintained regular  calibration checks of equipments like quality check machines to produce hazard free bottled cylinders.           Intern   06/2012   to   07/2012     Company Name   City  ,   State      Engaged in various automation and control system design using Distributed Control Systems and Programmable Logical Controllers. Learned interfacing of instruments with Controllers and their respective communication protocols.  Documented and created a report as a reference manual on the technical details of various systems and instruments which was presented to the company.          Intern   06/2011   to   07/2011     Company Name   City  ,   State      Learned about the various instruments used in different process applications of the petroleum refinery. Knowledge of the use of intrinsically safe devices in hazardous areas and the ratings of equipment as per the hazardous zones. Interfacing of these instruments with Distributed Control Systems and parameters of tuning the PID controllers         Published Work      Research Paper:    K.P.S. Rana, N. Mittra,  N. Pramanik , P. Dwivedi and P. Mahajan: "" Virtual Instrumentation Approach to Neural Network Based Thermistor Linearization on Field Programmable Gate Array ""; Experimental Techniques  Volume 39, Issue 2, pages 23–30,   Jan 2013        Conference Presentation:    K. P. S. Rana, Vineet Kumar,  Neel Pramanik , Nishant Mitra, Sumit Kumar Shakya: "" Some  Applications of     FPGA in Custom Waveform Generation and Triggering for Metrology "";Conference: 8th International Conference on Advances in Metrology (AdMET), Organised jointly by CSIR-NPL and Metrology Society of India, At New Delhi, India,   Feb 2013         Projects      Company Name   City  ,   State         Engineering Officer   12/2014        Programmable Logic Controller (PLC) Based Chain Conveyor Tripping System   Designed a control loop which was interfaced with a Allen Bradely PLC controller to read the current readings of individual drive units and provide appropriate tripping signals as per the motor health.                        Engineering Officer   06/2014        Infrared Sensor based telescopic boom tripping system   IR sensor based intrinsically safe system that detects presence of objects in front of moving machinery and trips them instantly.                        Operations Officer   01/2014        Infrared sensor based automatic hot air sealing machine   Modified old pneumatic based cylinder sealing system to an electro-pneumatic and infrared sensor based sealing system. Improved production line performance by 1000 cylinders/ hour.          Company Name   City  ,   State         Bachelor of Engineering   06/2013        Some Intelligent Controllers for HVAC system   Implementation of various control techniques for power management like PWM, PI control , Fuzzy PI control on FPGA target which was the standalone controller for the HVAC system. Designed and implemented a modern Fractional Order PI controller on target which obtained better results.          Skills       Design Software:  LabVIEW, Synopsys Design Vision, Modelsim, Cadence Virtuoso   Programming Languages:  C/C++, Verilog   Operating Systems:  Windows, Linux, OSX   Equipment:  Oscilloscope, Spectrum Analyzer, Multimeter         Accomplishments      Certificate of Merit in academics, NSIT, 2011-12, 2012-13  Green House Vice Captain, Senior Secondary  Black Belt in Taekwon-do     ","Job Title: Backend Developer
Requirements: Strong background in django, docker, git, java, mongodb, spring, spring boot.
Experience: Minimum 4 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",c;c++;linux,django;docker;git;java;mongodb;spring;spring boot,0,4,master,bachelor,0.0,0.0,100.0,43.6,25.9,0,0,Weak,train,kaggle,ENGINEERING,,,
PK000856,K00285,J00125,other,backend,"         BRANCH CHIEF INFORMATION TECHNOLOGY SPECIALIST       Profile    Motivated Information Technology and Cyber security professional with outstanding managerial and customer service skills, excellent written and verbal communication skills, seeks challenging position with an organization where I can make a big impact with my multifaceted experience, training and education. Excellent record of problem solving and achieving results in high-operations-tempo environments. Successful team leader and highly-motivated mentor with proven dedication to self and subordinate improvement.  
*Superior knowledge of INFOSEC/NETOPS techniques to determine requirements for information technology equipment and systems. Excellent knowledge and ability to negotiate in financial control, budget systems, and security management. Working knowledge of budget and cost analysis processes.
*Thorough knowledge of Office of Management and Budget (OMB), Department of Defense (DoD) and U.S. Air Force regulations, principles and practices pertaining to logistics, INFOSEC/NETOPS, installations, and mission support functions. Exceptional ability to recognize and analyze problems, conduct research; summarize results, and make appropriate recommendations. Recognized expert in DoD planning, programming, budgeting and execution (PPBE) process. 
*Expertise in capability planning in IT environment, enterprise technical/Certification and Accreditation standards, CCRI processes, procedures, security practices, and IA vulnerability tools i.e. ACAS. 
*Ability to apply knowledge of current security tools, and techniques to execute Authority to Connect and Authority to Operate network systems. 
*Thorough knowledge of SCADA systems operations, security, safeguards and protection
*SECURITY CLEARANCE: TOP SECRET  (SCI) w/CI Polygraph          Professional Experience     07/2014   to   Current     Branch Chief Information Technology Specialist    Company Name   －   City        Effectively oversee, manage, and evaluate multiple enterprise level IT programs, serve as senior technical
advisor and evaluator for programs using cutting edge technology for the Headquarters Air Force (HAF) command, control, communications, computer, intelligence, surveillance and reconnaissance (C4ISR).  Establishes, develops, and maintains effective working relationships with top functional area managers, program managers, commanders, contractors, vendors, DoD and other non-DoD agencies, and communications and information personnel in the National Capital Region.  Researches and recommends innovative approaches to resolve major IT problems.  Performs more complex aspects of the project management, evaluation, and oversight responsibilities such as feasibility studies, systems analysis, systems development, implementation, systems integration, and problem resolution.         08/2009   to   07/2014     Information Technology Specialist (INFOSEC/NETOPS)    Company Name   －   City  ,   State      Developed detailed operations plans and operations orders supporting cyber requirements at the strategic, operational, and tactical levels of cyber warfare.  Enabled crisis action planning, development of strike packages and cyber effects to protect U.S.  air, land, sea, space, and cyberspace domains.  Collaborated with Defense Information Systems Agency and other US Government partners to develop and implement directives for Global Information Grid (GIG) operations.  Developed information operations and computer network operations plans, including defensive computer operations planning, to ensure support Geographic Combatant Commanders' intent.  Made recommendations to posture GIG to respond to emerging and current threats.  Supported Defend the Nation (DTN)-China Operation Planning Team with technical, INFOSEC doctrine, appropriate technologies, techniques, and tools.  Coordinated changing mission parameters with US/Allied/Coalition partners: identified and prioritized Intelligence Community cyber requirements and provide intrusion response planning.  Made substantive recommendations to NetOps policy, doctrine, capability developments.  Utilized INFOSEC existing policy guidance as it pertains to threats, operating environment and operational requirements.  Provided expert analysis of ongoing Net/Ops events, malicious activity and trend analysis.  Developed operational plans and orders to counter malicious activity and mitigate identified or potential threats to the GIG.         09/2006   to   08/2009     Senior Technical Analyst    Company Name          Technical lead on digital media projects, guided teams to solutions that leveraged technical capabilities.  Defined requirements for computer-based systems that supported electronic publishing Air Force wide.  Achieved accurate and timely publication of electronic publications and forms.  Ensured documentation of requirements for systems administration and information tasking orders.  Served as technical lead on electronic publishing development and integration teams.  Ensured all development was consistent with Air Force guidance.  Established policies and procedure to manage the Air Force Electronic Publishing Program.  Analyzed software development, configuration management, testing, maintenance manuals, training manuals, tutorials, procedures, reports, computer-based training and data management.  Represented the Office meetings of interagency and inter-command groups concerned with development and support planning using state-of-the-art techniques in electronic publishing areas.         08/1998   to   09/2006     IT Specialist    Company Name   －   City  ,   State      Managed computer support , cost analysis, and acquisition to support ANG work plans.  Lead teams to execute Air National Guard budget for computers and associated technologies.  Proven ability to formulate, justify, and defend assigned programs and projects.  Demonstrated knowledge of cost comparison procedures, directives, and communications.  Communicated effectively in written and oral mediums.  Provided technical direction concerning the acquisition of hardware and software for the entire Air National (ANG).  Performed analysis and evaluation of hardware and software to provide the best technical solution.  Advised components of the ANG on acquisition, procurement, maintenance and feasibility for adoption of information technology hardware and software.          Education          M.S  :   Public Administration, Government Law    Sul Ross University   －   City  ,   State      Public Administration, Government Law            B.S  :   Psychology, Education    Morgan State University   －   City  ,   State      Psychology, Education       Jun-2014     SPECIALIZED TRAINING									_
*Security + Certified, CE						20-             Aug-2011     *Cyber 200 Advance Continuing Education Course		26-             Sep-2010     *Basic Computer Operations Planner's Course			24-             Sep-2009     *DISA Action Officers Course					10-Dec-2009
*DOD Information Assurance Boot Camp			 06-Nov-2009
*Computer Network Defense/Computer Network Threat		24-              Skills    Air Force, art, Agency, Basic, budget, oral, hardware, Computer Operations, configuration management, cost analysis, data management, Dec, direction, documentation, edge, feasibility studies, forms, functional, Government, Information Systems, information technology, computer support, meetings, Office, enterprise, Network, personnel, policies, problem resolution, procurement, project management, publications, publication, software development, strategic, systems administration, systems analysis, systems development, systems integration, training manuals, trend, written   ","Job Title: Backend Developer
Requirements: Strong background in aws, django, docker, git, mongodb, postgresql, python.
Experience: Minimum 4 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",,aws;django;docker;git;mongodb;postgresql;python,0,4,bachelor,bachelor,0.0,0.0,100.0,41.35,25.34,0,0,Weak,train,kaggle,INFORMATION-TECHNOLOGY,,,
P001623,R00405,J00124,backend,fullstack,"Summary: Results-driven developer with 5 years of hands-on industry experience.
Technical Skills: aws, django, flask, mongodb, mysql, sql.
Experience: 5 years of professional experience including design, testing and deployment.
Education: B.Tech in Computer Science.
","Job Title: Full Stack Developer
Requirements: Strong background in docker, express, javascript, mongodb, node, python, react.
Experience: Minimum 2 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;django;flask;mongodb;mysql;sql,docker;express;javascript;mongodb;node;python;react,5,2,bachelor,none,14.29,100.0,100.0,48.18,52.76,0,1,Average,train,synthetic,,,,
